tier	encoding	todo_line	id	section	primary_domain	all_domains	body_chars	title
C	cb	5494		Missing-file lane — follow-ups after the report-only change (#2614)	internal/server/handlers	internal/server/handlers;docs	4552	**AudiobookShelf-compatible API: series are broken, and collections/playlists are
C	cb	8177		Missing-file lane — follow-ups after the report-only change (#2614)	internal/server/handlers	internal/server/handlers;web (frontend)	1502	**Two frontend navigation sinks are unvalidated and safe only by
C	cb	4732		Store-interface audit — defects found incidentally (each independent o	internal/server/organize_service_test.go	internal/server/organize_service_test.go	301	⚠ `internal/server/organize_service_test.go:34` — vacuous test. It sets `GetAllBooksFunc`;
C	cb	3384		Search / version-group census corrections (2026-08-13)	internal/server/search_reconciler.go	internal/server/search_reconciler.go	488	**`SearchIndexDroppedCount` is not actually exposed on `/metrics`.** The
C	cb	296		Docs / API	internal/server/server.go	internal/server/server.go;docs	3083	**The OpenAPI spec still documents 48 endpoints that no router serves.** After the
C	cb	3635		B06 chapters end-to-end: VERIFIED on prod — E02 backfill only needs th	internal/server/server_maintenance_deps.go	internal/server/server_maintenance_deps.go	896	**`bulk-write-back` cannot do the approved E08 library-wide run as-is.**
C	cb	53		CI / automation	internal/server/spa_fallback.go	internal/server/spa_fallback.go;docs	2555	🔌 **ABS coverage gaps N-1 … N-10** (audit:
C	cb	8583		Missing-file lane — follow-ups after the report-only change (#2614)	internal/syncapi	internal/syncapi	1495	**Verify the server actually returns chapters to clients** — confirm the
C	cb	8646		Missing-file lane — follow-ups after the report-only change (#2614)	internal/syncapi	internal/syncapi	1532	**Playlists — implement the whole surface** — owner request 2026-08-05:
C	cb	8399		Missing-file lane — follow-ups after the report-only change (#2614)	internal/transcribe	internal/transcribe	1987	**Stand up a second Whisper worker on the spare CPU node.** Owner request
C	cb	376		Security	web (frontend)	web (frontend);docs	1171	**SEC-9: the OpenAI API key is sent from the browser.**
C	cb	1727		Config	web (frontend)	web (frontend)	1101	🟡 **Why does React silently drop a `setState` issued from a `setTimeout`
C	cb	2077		Config	web (frontend)	web (frontend)	2415	🚨 **E2E runs in one worktree can silently be served by a DIFFERENT
C	cb	2219	LEAKSCAN-SCOPE	Config	web (frontend)	web (frontend);ci/scripts	1077	**LEAKSCAN-SCOPE** `scripts/check-memory-leaks.py` reports a false
C	cb	2486		Config	web (frontend)	web (frontend)	737	**17 API calls will now surface an expired session that previously
C	cb	4212		2026-06-22 security-sweep: the items still open after the status pass	web (frontend)	web (frontend)	134	**FE-2/FE-3/FE-4** — the three stale-deps findings' line anchors have
C	cb	4960		🔴 `dedup.llm-review` holds a library write with no `ConcurrencyKey` — 	web (frontend)	web (frontend)	2126	**Six E2E mocks point at operation URLs that no longer exist, and two
C	cb	5722		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	974	"**Change Log rows lost their visible ""Compare snapshot"" affordance and are"
C	cb	5736		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	390	**Dead `expanded` state in `TagComparison`.** `web/src/components/TagComparison.tsx:69`
C	cb	5742		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	1111	"**Delete the unreachable ""Bulk Fetch Metadata"" dialog and its handler.**"
C	cb	5758		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	679	**Audit `setupMockApi` for more branches shadowed by earlier prefix catch-alls.**
C	cb	5904		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	1069	"**You cannot sort the library from the UI.** The ""Sort by"" and ""Order"""
C	cb	5972		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	1099	"**Per-field ""Use File"" / ""Use Fetched"" one-click apply is gone from Book Detail"
C	cb	5987		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	713	**Visual-regression goldens exist only for darwin.**
C	cb	6241		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	759	**You can no longer navigate between versions of a book.** Book Detail used to
C	cb	6252		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	335	"**The version-group summary lost its count and its ""you are here"" marker.**"
C	cb	6258		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	474	**The library card's overflow menu button has no accessible name.**
C	cb	7549	TODO-MUI-1	Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend);docs	1392	**TODO-MUI-1** MUI upgrade Step 1 — `@mui/*` 5.14 → 6.x (brief:
C	cb	7573	TODO-MUI-2	Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend);docs	1759	**TODO-MUI-2** MUI upgrade Step 2 — `@mui/*` 6.x → 7.x including the
C	cb	7603	TODO-MUI-3	Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend);docs	1366	**TODO-MUI-3** MUI upgrade Step 3 — React 18 → 19 (OPTIONAL but
C	cb	7626	TODO-MUI-4	Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend);docs	2062	**TODO-MUI-4** MUI upgrade Step 4 — `@mui/*` 7.x → 9.x (final hop; there
C	cb	7937		Missing-file lane — follow-ups after the report-only change (#2614)	web (frontend)	web (frontend)	5725	"**The Library must never show an empty ""no items"" state unless the"
